"","BEGIN_DAY","BEGIN_TIME","END_DAY","END_TIME","STATE","MONTH_NAME","EVENT_TYPE","INJURIES","DEATHS","DAMAGE_PROPERTY","DAMAGE_CROPS","MAGNITUDE"
"1207",11,750,11,750,"23","6","19","No","No","Low","Low",1
"1208",11,516,11,516,"23","6","42","No","No","Low","Low",62
"1209",11,810,11,810,"49","6","42","No","No","Low","Low",52
"1210",11,731,11,731,"23","6","42","No","No","Low","Low",52
"1211",25,1303,25,1303,"46","5","42","No","No","Low","Low",54
"1212",27,2000,27,2000,"33","5","42","No","No","Low","Low",50
"1213",27,2110,27,2110,"33","5","42","No","No","Low","Low",50
"1214",29,1909,29,1909,"46","5","42","No","No","Low","Low",50
"1215",31,1920,31,1920,"51","5","34","No","No","Low","Low",60
"1216",31,1930,31,1930,"51","5","34","No","No","Low","Low",49
"1217",22,45,22,430,"10","1","14","No","No","Low","Low",0
"1218",22,1000,23,0,"10","1","15","No","No","Low","Low",0
"1219",21,2315,21,2315,"10","1","19","No","No","Low","Low",1
"1220",22,1500,22,1500,"51","5","34","No","No","Low","Low",38
"1221",24,1925,24,1925,"33","5","42","No","No","Low","Low",50
"1222",25,1612,25,1612,"51","5","34","No","No","Low","Low",37
"1223",11,652,11,652,"23","6","42","No","No","Low","Low",56
"1224",21,2331,21,2331,"10","1","19","No","No","Low","Low",1.5
"1225",21,2355,21,2355,"10","1","19","No","No","Low","Low",1.75
"1226",22,0,22,0,"10","1","19","No","No","Low","Low",1
"1227",22,45,22,45,"10","1","19","No","No","Low","Low",1
"1228",5,0,5,1350,"16","1","49","No","No","Low","Low",0
"1229",5,0,5,1550,"16","1","49","No","No","Low","Low",0
"1230",5,0,5,1446,"16","1","49","No","No","Low","Low",0
"1231",19,1656,19,1656,"51","5","34","No","No","Low","Low",39
"1232",22,1410,22,1410,"33","5","42","No","No","Low","Low",50
"1233",22,1530,22,1530,"33","5","42","No","No","Low","Low",50
"1234",11,506,11,506,"23","6","19","No","No","Low","Low",1.75
"1235",11,722,11,722,"23","6","19","No","No","Low","Low",1
"1236",8,1815,8,1815,"26","6","19","No","No","Low","Low",1
"1237",8,1814,8,1814,"26","6","19","No","No","Low","Low",1
"1238",19,1505,19,1508,"34","9","19","No","No","Low","Low",1.75
"1239",15,2230,15,2233,"27","9","19","No","No","Low","Low",1.25
"1240",13,1918,13,1932,"28","9","42","No","No","Low","Low",62
"1241",7,1806,7,1806,"51","5","34","No","No","Low","Low",39
"1242",7,1816,7,1816,"51","5","34","No","No","Low","Low",44
"1243",7,1817,7,1817,"51","5","34","No","No","Low","Low",42
"1244",11,632,11,632,"23","6","42","No","No","Low","Low",52
"1245",11,645,11,645,"23","6","42","No","No","Low","Low",52
"1246",11,727,11,727,"23","6","42","No","No","Low","Low",52
"1247",11,755,11,755,"23","6","19","No","No","Low","Low",1.5
"1248",11,648,11,648,"23","6","19","No","No","Low","Low",1.5
"1249",1,150,1,150,"4","3","42","No","No","Low","Low",61
"1250",1,205,1,205,"4","3","42","No","No","Low","Low",59
"1251",1,215,1,215,"4","3","42","No","No","Low","Low",61
"1252",1,220,1,220,"4","3","42","No","No","Low","Low",61
"1253",10,1730,10,1730,"43","4","19","No","No","Low","Low",0.75
"1254",1,138,1,142,"4","3","42","No","No","Low","Low",78
"1255",4,1935,4,1935,"36","4","19","No","No","Low","Low",1
"1256",20,1626,22,2250,"26","2","15","No","No","Low","Low",0
"1257",8,1908,8,1908,"26","6","42","No","No","Low","Low",65
"1258",8,1852,8,1852,"26","6","42","No","No","Low","Low",72
"1259",17,20,17,20,"51","6","34","No","No","Low","Low",36
"1260",18,1430,18,1430,"18","6","42","No","No","Low","Low",52
"1261",18,1430,18,1430,"18","6","42","No","No","Low","Low",52
"1262",18,1445,18,1445,"18","6","42","No","No","Low","Low",52
"1263",1,937,1,1052,"43","6","14","No","No","Low","Low",0
"1264",1,1010,1,1110,"43","6","14","No","No","Low","Low",0
"1265",5,1344,5,1346,"43","6","19","No","No","Low","Low",1.5
"1266",5,1809,5,1815,"43","6","19","No","No","Low","Low",2.5
"1267",5,1813,5,1821,"43","6","19","No","No","Low","Low",1.5
"1268",5,1500,5,1500,"51","6","34","No","No","Low","Low",42
"1269",5,1820,5,1825,"51","6","30","No","No","Low","Low",1.25
"1270",25,948,25,1006,"51","6","34","No","No","Low","Low",37
"1271",25,948,25,1000,"51","6","34","No","No","Low","Low",39
"1272",25,956,25,1016,"51","6","34","No","No","Low","Low",40
"1273",1,129,1,130,"4","3","43","No","No","Low","Low",0
"1274",1,230,1,230,"4","3","42","No","No","Low","Low",56
"1275",1,245,1,245,"4","3","42","No","No","Low","Low",52
"1276",1,246,1,246,"4","3","42","No","No","Low","Low",61
"1277",1,233,1,238,"4","3","43","No","No","Low","Low",0
"1278",8,1840,8,1840,"26","6","42","No","No","Low","Low",56
"1279",8,1849,8,1849,"26","6","42","No","No","Low","Low",65
"1280",1,2213,1,2213,"51","4","34","No","No","Low","Low",36
"1281",1,2150,1,2200,"51","4","34","No","No","Low","Low",38
"1282",17,15,17,15,"51","6","34","No","No","Low","Low",55
"1283",24,1340,24,1430,"18","6","14","No","No","Low","Low",0
"1284",29,1600,29,1800,"24","6","14","No","No","Low","Low",0
"1285",29,1840,29,1840,"20","8","21","No","No","Low","Low",0
"1286",29,1853,29,1853,"20","8","21","No","No","Low","Low",0
"1287",5,746,5,746,"51","5","34","No","No","Low","Low",39
"1288",31,2200,31,2359,"43","12","49","No","No","Low","Low",0
"1289",1,449,1,449,"4","3","19","No","No","Low","Low",1
"1290",1,450,1,450,"4","3","19","No","No","Low","Low",1
"1291",25,957,25,1003,"51","6","34","No","No","Low","Low",35
"1292",25,1003,25,1005,"51","6","34","No","No","Low","Low",34
"1293",6,2100,8,1500,"5","4","22","No","No","Low","Low",0
"1294",4,2225,4,2227,"25","4","19","No","No","Low","Low",1
"1295",21,200,22,500,"28","2","22","No","No","Low","Low",0
"1296",19,1620,19,1640,"5","6","42","No","No","Low","Low",52
"1297",2,2242,2,2242,"23","6","19","No","No","Low","Low",0.88
"1298",24,1911,24,1911,"4","3","42","No","No","Low","Low",43
"1299",24,2131,24,2132,"4","3","43","No","No","Low","Low",0
"1300",29,1825,29,1825,"4","3","19","No","No","Low","Low",1
"1301",24,2132,24,2133,"4","3","43","No","No","Low","Low",0
"1302",29,1852,29,1852,"4","3","42","No","No","Low","Low",52
"1303",17,1628,17,1628,"43","9","19","No","No","Low","Low",1.5
"1304",8,2005,8,2005,"26","6","19","No","No","Low","Low",1
"1305",8,1819,8,1819,"26","6","42","No","No","Low","Low",52
"1306",22,1820,22,1820,"10","1","42","No","No","Low","Low",61
"1307",8,1815,8,1815,"26","6","42","No","No","Low","Low",70
"1308",8,1900,8,1900,"26","6","42","No","No","Low","Low",65
"1309",8,1856,8,1856,"26","6","42","No","No","Low","Low",50
"1310",8,1906,8,1906,"26","6","42","No","No","Low","Low",50
"1311",29,2035,29,2035,"4","3","19","No","No","Low","Low",1
"1312",29,2331,29,2331,"4","3","19","No","No","Low","Low",1
"1313",22,1316,22,1320,"22","9","42","No","No","Low","Low",50
"1314",29,1933,29,1933,"4","3","19","No","No","Low","Low",1
"1315",29,2016,29,2016,"4","3","18","No","No","Low","Low",0
"1316",24,2255,24,2255,"4","3","42","No","No","Low","Low",52
"1317",8,1939,8,1939,"26","6","42","No","No","Low","Low",57
"1318",8,1726,8,1726,"26","6","42","No","No","Low","Low",65
"1319",8,714,8,715,"51","6","46","No","No","Low","Low",0
"1320",4,2335,4,2335,"25","4","19","No","No","Low","Low",1
"1321",26,1247,26,1253,"13","4","42","No","No","Low","Low",61
"1322",26,1305,26,1305,"13","4","42","No","No","Low","Low",56
"1323",20,0,22,700,"5","2","22","No","No","Low","Low",0
"1324",22,100,22,930,"5","2","22","No","No","Low","Low",0
"1325",20,100,22,400,"28","2","22","No","No","Low","Low",0
"1326",24,2309,24,2309,"4","3","42","No","No","Low","Low",70
"1327",24,2309,24,2309,"4","3","42","No","No","Low","Low",61
"1328",1,220,1,230,"4","3","42","No","No","Low","Low",78
"1329",1,250,1,250,"4","3","42","No","No","Low","Low",70
"1330",1,230,1,230,"4","3","42","No","No","Low","Low",65
"1331",10,619,10,619,"25","4","19","No","No","Low","Low",0.88
"1332",10,702,10,702,"25","4","19","No","No","Low","Low",0.75
"1333",10,550,10,550,"13","4","19","No","No","Low","Low",0.88
"1334",10,1806,10,1806,"13","4","19","No","No","Low","Low",1
"1335",10,1730,10,1730,"13","4","19","No","No","Low","Low",1
"1336",26,1120,26,1120,"25","4","19","No","No","Low","Low",1
"1337",5,0,5,2000,"16","1","49","No","No","Low","Low",0
"1338",5,0,5,2015,"16","1","49","No","No","Low","Low",0
"1339",5,0,5,2100,"16","1","49","No","No","Low","Low",0
"1340",1,1830,1,2000,"44","6","14","No","No","Low","Low",0
"1341",4,1300,7,100,"32","1","27","No","No","Low","Low",0
"1342",4,1300,7,500,"32","1","27","No","No","Low","Low",0
"1343",7,1900,8,1500,"32","1","27","No","No","Low","Low",0
"1344",7,1900,8,1200,"32","1","27","No","No","Low","Low",0
"1345",26,1400,29,900,"32","1","27","No","No","Low","Low",0
"1346",26,1400,29,900,"32","1","27","No","No","Low","Low",0
"1347",26,1400,29,900,"32","1","27","No","No","Low","Low",0
"1348",26,1400,29,2100,"32","1","27","No","No","Low","Low",0
"1349",27,400,29,900,"32","1","27","No","No","Low","Low",0
"1350",4,1100,4,1400,"32","1","24","No","No","Low","Low",52
"1351",4,1100,4,1400,"32","1","24","No","No","Low","Low",52
"1352",4,1030,4,1400,"32","1","24","No","No","Low","Low",52
"1353",11,350,11,530,"32","1","24","No","No","Low","Low",50
"1354",26,1208,26,1208,"25","4","42","No","No","Low","Low",56
"1355",10,1810,10,1812,"43","4","43","No","No","Low","Low",0
"1356",23,1327,23,1327,"46","8","42","No","No","Low","Low",50
"1357",23,1508,23,1508,"46","8","42","No","No","Low","Low",50
"1358",29,1847,29,1847,"46","8","21","No","No","Low","Low",0
"1359",29,1854,29,1854,"46","8","21","No","No","Low","Low",0
"1360",29,1846,29,1846,"46","8","21","No","No","Low","Low",0
"1361",29,1904,29,1904,"46","8","21","No","No","Low","Low",0
"1362",5,0,5,1700,"16","1","49","No","No","Low","Low",0
"1363",5,0,5,2100,"16","1","49","No","No","Low","Low",0
"1364",4,1300,6,1200,"32","1","27","No","No","Low","Low",0
"1365",4,1300,7,500,"32","1","27","No","No","Low","Low",0
"1366",4,1300,6,1200,"32","1","27","No","No","Low","Low",0
"1367",4,1300,6,1200,"32","1","27","No","No","Low","Low",0
"1368",4,1300,8,1200,"32","1","27","No","No","Low","Low",0
"1369",10,1550,10,1550,"51","4","34","No","No","Low","Low",34
"1370",10,1555,10,1555,"51","4","34","No","No","Low","Low",38
"1371",31,1612,31,1612,"51","5","34","No","No","Low","Low",35
"1372",31,1614,31,1614,"51","5","34","No","No","Low","Low",47
"1373",5,31,5,31,"25","4","42","No","No","Low","Low",52
"1374",5,300,5,600,"25","4","14","No","No","Low","Low",0
"1375",10,350,10,350,"25","4","19","No","No","Low","Low",0.75
"1376",1,150,1,150,"4","3","42","No","No","Low","Low",61
"1377",1,501,1,501,"4","3","19","No","No","Low","Low",1
"1378",5,700,5,2000,"25","1","49","No","No","Low","Low",0
"1379",13,700,13,1400,"14","1","49","No","No","Low","Low",0
"1380",13,700,13,1400,"14","1","49","No","No","Low","Low",0
"1381",13,904,13,904,"46","8","21","No","No","Low","Low",0
"1382",13,600,13,600,"46","8","21","No","No","Low","Low",0
"1383",13,903,13,903,"46","8","21","No","No","Low","Low",0
"1384",13,600,13,600,"46","8","21","No","No","Low","Low",0
"1385",15,1406,15,1406,"51","8","34","No","No","Low","Low",41
"1386",15,1419,15,1419,"51","8","34","No","No","Low","Low",34
"1387",23,1323,23,1323,"46","8","42","No","No","Low","Low",50
"1388",23,1323,23,1323,"46","8","42","No","No","Low","Low",50
"1389",24,2207,24,2207,"4","3","42","No","No","Low","Low",83
"1390",1,305,1,305,"4","3","42","No","No","Low","Low",56
"1391",1,310,1,310,"4","3","42","No","No","Low","Low",52
"1392",1,323,1,323,"4","3","42","No","No","Low","Low",52
"1393",1,323,1,323,"4","3","42","No","No","Low","Low",52
"1394",1,325,1,325,"4","3","42","No","No","Low","Low",61
"1395",1,325,1,325,"4","3","42","No","No","Low","Low",61
"1396",1,325,1,325,"4","3","42","No","No","Low","Low",55
"1397",1,305,1,305,"4","3","42","No","No","Low","Low",52
"1398",11,242,11,530,"32","1","24","No","No","Low","Low",50
"1399",11,100,11,530,"32","1","24","No","No","Low","Low",52
"1400",1,350,1,352,"9","1","42","No","No","Low","Low",52
"1401",22,0,22,0,"10","1","42","No","No","Low","Low",50
"1402",22,20,22,20,"10","1","42","No","No","Low","Low",50
"1403",22,140,22,140,"10","1","42","No","No","Low","Low",50
"1404",22,217,22,217,"10","1","42","No","No","Low","Low",50
"1405",1,317,1,317,"4","3","42","No","No","Low","Low",52
"1406",1,337,1,337,"4","3","42","No","No","Low","Low",50
"1407",1,315,1,315,"4","3","19","No","No","Low","Low",1.75
"1408",1,330,1,330,"4","3","19","No","No","Low","Low",1.75
"1409",1,2000,2,800,"23","1","49","No","No","Low","Low",0
"1410",1,2000,2,800,"23","1","49","No","No","Low","Low",0
"1411",1,2000,2,800,"23","1","49","No","No","Low","Low",0
"1412",17,1134,17,1134,"26","10","24","No","No","Low","Low",63
"1413",17,1550,17,1550,"26","10","24","No","No","Low","Low",68
"1414",17,1436,17,1436,"26","10","24","No","No","Low","Low",59
"1415",29,1913,29,1913,"46","8","21","No","No","Low","Low",0
"1416",29,1831,29,1831,"46","8","21","No","No","Low","Low",0
"1417",29,1906,29,1906,"46","8","21","No","No","Low","Low",0
"1418",29,1620,29,1620,"46","8","21","No","No","Low","Low",0
"1419",5,700,5,2000,"25","1","49","No","No","Low","Low",0
"1420",5,700,5,2000,"25","1","49","No","No","Low","Low",0
"1421",5,700,5,2000,"25","1","49","No","No","Low","Low",0
"1422",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1423",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1424",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1425",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1426",29,1453,29,1453,"46","8","21","No","No","Low","Low",0
"1427",29,1910,29,1910,"46","8","21","No","No","Low","Low",0
"1428",29,1900,29,1900,"46","8","21","No","No","Low","Low",0
"1429",29,1903,29,1903,"46","8","21","No","No","Low","Low",0
"1430",29,1854,29,1854,"46","8","21","No","No","Low","Low",0
"1431",29,1919,29,1919,"46","8","21","No","No","Low","Low",0
"1432",29,1851,29,1851,"46","8","21","No","No","Low","Low",0
"1433",31,2020,31,2020,"51","5","34","No","No","Low","Low",57
"1434",21,2230,21,2230,"4","4","19","No","No","Low","Low",0.75
"1435",21,2303,21,2303,"4","4","19","No","No","Low","Low",1
"1436",22,235,22,235,"10","1","42","No","No","Low","Low",50
"1437",22,428,22,428,"10","1","42","No","No","Low","Low",50
"1438",22,615,22,615,"10","1","42","No","No","Low","Low",50
"1439",22,710,22,710,"10","1","42","No","No","Low","Low",50
"1440",22,720,22,720,"10","1","42","No","No","Low","Low",60
"1441",22,725,22,725,"10","1","42","No","No","Low","Low",60
"1442",22,725,22,725,"10","1","42","No","No","Low","Low",50
"1443",22,750,22,750,"10","1","42","No","No","Low","Low",50
"1444",22,840,22,840,"10","1","42","No","No","Low","Low",50
"1445",22,900,22,900,"10","1","42","No","No","Low","Low",50
"1446",22,1424,22,1440,"10","1","42","No","No","Low","Low",55
"1447",22,1440,22,1445,"10","1","42","No","No","Low","Low",55
"1448",22,1600,22,1600,"10","1","42","No","No","Low","Low",65
"1449",15,415,16,1200,"16","1","26","No","No","Low","Low",0
"1450",15,830,16,800,"27","1","26","No","No","Low","Low",0
"1451",15,1045,16,845,"27","1","26","No","No","Low","Low",0
"1452",2,1507,2,1507,"51","1","34","No","No","Low","Low",37
"1453",2,1547,2,1547,"51","1","34","No","No","Low","Low",34
"1454",2,1800,2,1800,"51","1","34","No","No","Low","Low",35
"1455",2,1530,2,1530,"9","1","42","No","No","Low","Low",52
"1456",21,1040,21,1041,"51","1","46","No","No","Low","Low",0
"1457",1,1635,1,1635,"43","1","42","No","No","Low","Low",58
"1458",1,2130,1,2130,"43","1","42","No","No","Low","Low",51
"1459",24,1000,25,1000,"27","1","48","No","No","Low","Low",0
"1460",10,1817,10,1817,"43","4","19","No","No","Low","Low",1.75
"1461",5,1417,5,1428,"25","11","19","No","No","Low","Low",1.75
"1462",5,1428,5,1428,"25","11","19","No","No","Low","Low",1
"1463",5,1507,5,1507,"25","11","19","No","No","Low","Low",1
"1464",5,1503,5,1507,"25","11","19","No","No","Low","Low",1.75
"1465",17,1051,17,1051,"26","10","24","No","No","Low","Low",61
"1466",20,1108,20,1108,"26","10","24","No","No","Low","Low",55
"1467",20,1918,20,1918,"26","10","24","No","No","Low","Low",50
"1468",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1469",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1470",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1471",21,440,21,441,"1","1","42","No","No","Low","Low",50
"1472",5,1415,5,1415,"25","11","42","No","No","Low","Low",52
"1473",5,1415,5,1415,"25","11","19","No","No","Low","Low",0.88
"1474",5,1449,5,1449,"13","11","19","No","No","Low","Low",1.5
"1475",15,0,30,2359,"25","11","9","No","No","Low","Low",0
"1476",15,0,30,2359,"25","11","9","No","No","Low","Low",0
"1477",15,0,30,2359,"25","11","9","No","No","Low","Low",0
"1478",15,0,30,2359,"25","11","9","No","No","Low","Low",0
"1479",15,0,30,2359,"25","11","9","No","No","Low","Low",0
"1480",15,0,30,2359,"25","11","9","No","No","Low","Low",0
"1481",15,0,30,2359,"25","11","9","No","No","Low","Low",0
"1482",1,0,30,2359,"13","11","9","No","No","Low","Low",0
"1483",1,0,30,2359,"13","11","9","No","No","Low","Low",0
"1484",4,1629,4,1629,"25","12","19","No","No","Low","Low",1
"1485",22,1630,22,1630,"10","1","42","No","No","Low","Low",55
"1486",22,1631,22,1631,"10","1","42","No","No","Low","Low",50
"1487",1,2130,1,2131,"43","1","42","No","No","Low","Low",70
"1488",15,1447,15,1447,"43","1","42","No","No","Low","Low",51
"1489",15,1020,15,1025,"31","1","19","No","No","Low","Low",0.88
"1490",24,1000,25,1100,"27","1","48","No","No","Low","Low",0
"1491",5,600,5,1500,"25","1","49","No","No","Low","Low",0
"1492",5,700,5,2000,"25","1","49","No","No","Low","Low",0
"1493",5,700,5,2000,"25","1","49","No","No","Low","Low",0
"1494",22,1947,22,1947,"51","1","34","No","No","Low","Low",54
"1495",31,1937,31,1937,"51","5","34","No","No","Low","Low",40
"1496",29,1854,29,1854,"46","8","21","No","No","Low","Low",0
"1497",29,1913,29,1913,"46","8","21","No","No","Low","Low",0
"1498",29,1905,29,1905,"46","8","21","No","No","Low","Low",0
"1499",29,1910,29,1910,"46","8","21","No","No","Low","Low",0
"1500",29,1910,29,1910,"46","8","21","No","No","Low","Low",0
"1501",29,1851,29,1851,"46","8","21","No","No","Low","Low",0
"1502",20,1345,20,1525,"50","2","24","No","No","Low","Low",35
"1503",13,700,13,1400,"14","1","49","No","No","Low","Low",0
"1504",2,1600,3,500,"25","1","7","No","No","Low","Low",0
"1505",2,1600,3,500,"25","1","7","No","No","Low","Low",0
"1506",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1507",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1508",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1509",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1510",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1511",15,2200,16,900,"17","1","7","No","No","Low","Low",0
"1512",1,0,31,2359,"4","1","9","No","No","Low","Low",0
"1513",1,0,31,2359,"4","1","9","No","No","Low","Low",0
"1514",1,0,31,2359,"4","1","9","No","No","Low","Low",0
"1515",30,1100,31,2300,"36","1","47","No","No","Low","Low",0
"1516",8,1753,8,1753,"26","6","42","No","No","Low","Low",55
"1517",8,1801,8,1801,"26","6","42","No","No","Low","Low",66
"1518",25,1405,25,1405,"46","2","19","No","No","Low","Low",1
"1519",25,1410,25,1410,"46","2","19","No","No","Low","Low",1
"1520",25,1439,25,1439,"46","2","19","No","No","Low","Low",1
"1521",25,1453,25,1453,"46","2","19","No","No","Low","Low",1
"1522",25,1512,25,1512,"46","2","19","No","No","Low","Low",1
"1523",25,1521,25,1521,"46","2","19","No","No","Low","Low",1
"1524",25,1811,25,1811,"51","2","34","No","No","Low","Low",36
"1525",2,1823,2,1823,"25","11","19","No","No","Low","Low",1
"1526",5,1354,5,1354,"25","11","42","No","No","Low","Low",50
"1527",11,200,11,530,"32","1","24","No","No","Low","Low",50
"1528",11,130,11,530,"32","1","24","No","No","Low","Low",50
"1529",11,300,11,530,"32","1","24","No","No","Low","Low",50
"1530",10,400,10,1800,"23","1","49","No","No","Low","Low",0
"1531",10,400,10,1800,"23","1","49","No","No","Low","Low",0
"1532",24,2133,24,2136,"4","3","43","No","No","Low","Low",0
"1533",5,1007,5,1007,"30","5","21","No","No","Low","Low",0
"1534",5,1220,5,1220,"30","5","21","No","No","Low","Low",0
"1535",24,1608,24,1609,"16","3","19","No","No","Low","Low",1
"1536",25,1610,25,1610,"46","2","19","No","No","Low","Low",1
"1537",25,1615,25,1615,"46","2","19","No","No","Low","Low",1
"1538",25,1546,25,1546,"46","2","42","No","No","Low","Low",50
"1539",25,1745,25,1745,"46","2","19","No","No","Low","Low",1
"1540",25,1749,25,1749,"46","2","19","No","No","Low","Low",1
"1541",25,1758,25,1758,"46","2","19","No","No","Low","Low",1.5
"1542",25,1800,25,1800,"46","2","19","No","No","Low","Low",1.75
"1543",25,1800,25,1800,"46","2","19","No","No","Low","Low",1.75
"1544",22,1645,22,1645,"10","1","42","No","No","Low","Low",50
"1545",22,1135,22,1135,"10","1","42","No","No","Low","Low",65
"1546",22,1200,22,1200,"10","1","42","No","No","Low","Low",65
"1547",22,1610,22,1610,"10","1","42","No","No","Low","Low",65
"1548",22,1620,22,1620,"10","1","42","No","No","Low","Low",65
"1549",3,1500,4,2200,"50","1","48","No","No","Low","Low",0
"1550",3,1300,5,0,"50","1","48","No","No","Low","Low",0
"1551",22,2035,22,2035,"51","1","34","No","No","Low","Low",42
"1552",17,730,17,815,"36","4","14","No","No","Low","Low",0
"1553",11,1432,11,1432,"4","5","19","No","No","Low","Low",1
"1554",11,1455,11,1455,"4","5","19","No","No","Low","Low",1
"1555",5,1436,5,1455,"13","11","19","No","No","Low","Low",3
"1556",5,1512,5,1512,"13","11","19","No","No","Low","Low",1.75
"1557",25,1801,25,1801,"46","2","19","No","No","Low","Low",1
"1558",25,1749,25,1749,"46","2","19","No","No","Low","Low",1
"1559",25,1811,25,1811,"46","2","19","No","No","Low","Low",1
"1560",25,1759,25,1759,"46","2","19","No","No","Low","Low",1
"1561",25,1754,25,1754,"46","2","19","No","No","Low","Low",1
"1562",25,1751,25,1751,"46","2","19","No","No","Low","Low",1
"1563",29,2009,29,2015,"24","4","19","No","No","Low","Low",1
"1564",25,1748,25,1748,"46","2","19","No","No","Low","Low",1.75
"1565",17,1321,17,1321,"26","10","24","No","No","Low","Low",51
"1566",17,1300,17,1300,"26","10","24","No","No","Low","Low",50
"1567",18,1930,19,1800,"35","11","15","No","No","Low","Low",0
"1568",11,300,11,530,"32","1","24","No","No","Low","Low",56
"1569",2,1406,2,1406,"51","1","34","No","No","Low","Low",43
"1570",2,1716,2,2200,"9","1","14","No","No","Low","Low",0
"1571",2,1920,2,2200,"9","1","14","No","No","Low","Low",0
"1572",15,1130,16,830,"27","1","26","No","No","Low","Low",0
"1573",1,2000,2,800,"23","1","49","No","No","Low","Low",0
"1574",10,400,10,1800,"23","1","49","No","No","Low","Low",0
"1575",10,400,10,1800,"23","1","49","No","No","Low","Low",0
"1576",10,400,10,1800,"23","1","49","No","No","Low","Low",0
"1577",10,400,10,1800,"23","1","49","No","No","Low","Low",0
"1578",21,2120,21,2120,"36","4","19","No","No","Low","Low",1
"1579",21,2230,21,2230,"4","4","19","No","No","Low","Low",1
"1580",21,2245,21,2245,"4","4","19","No","No","Low","Low",0.75
"1581",21,1005,21,1140,"50","2","24","No","No","Low","Low",35
"1582",21,900,21,1125,"50","2","24","No","No","Low","Low",35
"1583",21,1010,21,1210,"50","2","24","No","No","Low","Low",35
"1584",21,1025,21,1200,"50","2","24","No","No","Low","Low",35
"1585",17,1920,17,1920,"26","10","24","No","No","Low","Low",52
"1586",17,1900,17,1900,"26","10","24","No","No","Low","Low",52
"1587",27,2340,27,2340,"4","5","42","No","No","Low","Low",70
"1588",28,5,28,5,"4","5","42","No","No","Low","Low",61
"1589",28,5,28,5,"4","5","42","No","No","Low","Low",54
"1590",28,15,28,15,"4","5","42","No","No","Low","Low",60
"1591",28,20,28,20,"4","5","42","No","No","Low","Low",61
"1592",28,40,28,40,"4","5","42","No","No","Low","Low",52
"1593",28,140,28,140,"4","5","42","No","No","Low","Low",70
"1594",5,0,5,1400,"16","1","49","No","No","Low","Low",0
"1595",15,445,16,1015,"16","1","26","No","No","Low","Low",0
"1596",15,645,16,1015,"16","1","26","No","No","Low","Low",0
"1597",15,300,16,1100,"16","1","26","No","No","Low","Low",0
"1598",18,2138,22,238,"43","1","24","No","No","Low","Low",70
"1599",20,52,21,1952,"43","1","24","No","No","Low","Low",66
"1600",18,2251,21,2151,"43","1","24","No","No","Low","Low",70
"1601",18,2147,22,126,"43","1","24","No","No","Low","Low",74
"1602",19,1400,21,1900,"31","1","24","No","No","Low","Low",52
"1603",19,810,22,725,"43","1","24","No","No","Low","Low",64
"1604",19,1700,21,2130,"31","1","24","No","No","Low","Low",38
"1605",23,109,23,109,"51","1","34","No","No","Low","Low",37
"1606",28,435,28,435,"26","1","24","No","No","Low","Low",50
"1607",10,400,10,1800,"23","1","49","No","No","Low","Low",0
"1608",17,300,17,2200,"41","1","49","No","No","Low","Low",0
"1609",1,0,11,1200,"1","4","9","No","No","Low","Low",0
"1610",1,0,11,1200,"1","4","9","No","No","Low","Low",0
"1611",1,0,11,1200,"1","4","9","No","No","Low","Low",0
"1612",5,1612,5,1647,"13","11","19","No","No","Low","Low",1.5
"1613",25,1527,25,1527,"46","2","19","No","No","Low","Low",1
"1614",25,1535,25,1535,"46","2","19","No","No","Low","Low",1
"1615",25,1536,25,1536,"46","2","19","No","No","Low","Low",1.5
"1616",25,1545,25,1545,"46","2","19","No","No","Low","Low",1.75
"1617",25,1546,25,1546,"46","2","19","No","No","Low","Low",1.75
"1618",25,1548,25,1548,"46","2","19","No","No","Low","Low",1
"1619",24,2223,24,2227,"4","3","43","No","No","Low","Low",0
"1620",1,234,1,234,"4","3","42","No","No","Low","Low",61
"1621",24,2136,24,2136,"4","3","42","No","No","Low","Low",52
"1622",24,2158,24,2158,"4","3","42","No","No","Low","Low",61
"1623",1,0,24,1200,"1","1","9","No","No","Low","Low",0
"1624",4,100,5,200,"50","1","48","No","No","Low","Low",0
"1625",4,200,5,200,"50","1","48","No","No","Low","Low",0
"1626",4,200,5,300,"50","1","48","No","No","Low","Low",0
"1627",4,300,5,300,"50","1","48","No","No","Low","Low",0
"1628",30,45,30,45,"50","1","24","No","No","Low","Low",63
"1629",30,250,31,1950,"50","1","24","No","No","Low","Low",56
"1630",21,1515,21,1615,"31","1","24","No","No","Low","Low",51
"1631",22,2135,23,635,"43","1","24","No","No","Low","Low",54
"1632",24,352,24,652,"43","1","24","No","No","Low","Low",58
"1633",17,400,17,2100,"41","1","49","No","No","Low","Low",0
